SampleNr|Timestamp|Magn|x|y|z
727|1018951484868838|1.56|0.37|-0.24|-1.50
728|1018951505107922|1.39|0.49|-0.23|-1.28
729|1018951525496089|1.10|0.51|-0.22|-0.95
730|1018951544330589|0.84|0.49|-0.14|-0.67
731|1018951564340422|0.63|0.45|-0.04|-0.44
732|1018951584453880|0.44|0.38|0.08|-0.22
733|1018951604394464|0.37|0.23|0.29|-0.02
734|1018951624740505|0.49|0.07|0.48|0.07
735|1018951645296422|0.65|0.01|0.64|0.09
736|1018951665918047|0.66|0.12|0.57|0.30
737|1018951685646380|0.89|0.27|0.31|0.79
738|1018951704332880|1.23|0.23|0.06|1.21
739|1018951724956214|1.32|0.04|-0.03|1.32
740|1018951744643005|1.27|-0.14|-0.05|1.26
741|1018951765484922|1.15|-0.23|-0.07|1.13
742|1018951784463380|0.99|-0.14|-0.11|0.97
743|1018951804253089|0.84|0.14|-0.12|0.82
744|1018951824920089|0.78|0.43|-0.13|0.64
745|1018951845015630|0.74|0.58|-0.16|0.43
746|1018951865114797|0.68|0.60|-0.22|0.25
747|1018951884858839|0.60|0.53|-0.26|0.06
748|1018951904451172|0.59|0.49|-0.27|-0.18
749|1018951924562089|0.75|0.46|-0.24|-0.55
750|1018951944969214|1.11|0.42|-0.16|-1.02
751|1018951964860130|1.51|0.34|-0.05|-1.47
752|1018951984676505|1.83|0.23|0.07|-1.82
753|1018952004580922|1.99|0.14|0.15|-1.98
754|1018952024654172|1.98|0.11|0.21|-1.97
755|1018952047130964|1.79|0.09|0.22|-1.77
756|1018952065450839|1.39|-0.02|0.18|-1.38
757|1018952084727839|0.85|-0.19|0.13|-0.81
758|1018952104364839|0.40|-0.37|0.12|-0.10
759|1018952124513005|0.82|-0.53|0.13|0.62
760|1018952145310380|1.33|-0.69|0.28|1.10
761|1018952164586880|1.56|-0.85|0.66|1.13
762|1018952184430589|1.68|-0.79|1.11|0.98
763|1018952204518297|1.82|-0.48|1.39|1.06
764|1018952226114672|1.82|-0.03|1.20|1.37
765|1018952245627756|1.78|0.23|0.79|1.57
766|1018952265677547|1.57|0.09|0.49|1.49
767|1018952285085547|1.31|-0.13|0.32|1.26
768|1018952304734047|1.03|-0.29|0.24|0.96
769|1018952324733589|0.69|-0.32|0.18|0.59
770|1018952345956839|0.34|-0.28|0.13|0.15
771|1018952368990589|0.35|-0.22|0.12|-0.24
772|1018952384650756|0.50|-0.14|0.07|-0.48
773|1018952404520839|0.61|-0.02|-0.03|-0.61
774|1018952424623881|0.70|0.13|-0.19|-0.66
775|1018952445106881|0.80|0.19|-0.40|-0.67
776|1018952465331297|0.95|0.18|-0.59|-0.72
777|1018952485029881|1.13|0.11|-0.69|-0.89
778|1018952504844047|1.32|0.07|-0.74|-1.09
779|1018952524444839|1.49|0.06|-0.76|-1.28
780|1018952544667881|1.62|0.06|-0.73|-1.45
781|1018952566465547|1.66|0.09|-0.65|-1.53
782|1018952587628839|1.50|0.19|-0.56|-1.38
783|1018952604660131|1.24|0.32|-0.44|-1.12
784|1018952624596714|1.03|0.48|-0.31|-0.86
785|1018952644761297|0.81|0.58|-0.19|-0.53
786|1018952665027006|0.66|0.64|-0.08|-0.13
787|1018952685722756|0.65|0.59|0.04|0.27
788|1018952705218506|0.77|0.45|0.26|0.57
789|1018952724814256|0.86|0.31|0.50|0.62
790|1018952744581506|0.97|0.22|0.69|0.65
791|1018952765239672|1.14|0.27|0.63|0.90
792|1018952785018214|1.46|0.41|0.44|1.33
793|1018952806209297|1.59|0.38|0.32|1.51
794|1018952824429422|1.42|0.22|0.36|1.35
795|1018952844622256|1.20|0.16|0.39|1.12
796|1018952864705172|1.02|0.27|0.31|0.94
797|1018952885512964|0.91|0.48|0.20|0.75
798|1018952904900256|0.77|0.60|0.11|0.48
799|1018952924730131|0.61|0.58|0.05|0.17
800|1018952944455214|0.51|0.50|-0.04|-0.05
801|1018952964727298|0.50|0.44|-0.18|-0.16
802|1018952985551798|0.52|0.31|-0.31|-0.28
803|1018953004721089|0.59|0.15|-0.41|-0.40
804|1018953025514173|0.75|-0.03|-0.46|-0.60
805|1018953044641798|1.03|-0.22|-0.44|-0.91
806|1018953064574548|1.35|-0.38|-0.36|-1.24
807|1018953088635548|1.55|-0.56|-0.31|-1.41
808|1018953107132881|1.61|-0.71|-0.27|-1.42
809|1018953126984589|1.62|-0.79|-0.22|-1.40
810|1018953144633381|1.57|-0.84|-0.17|-1.32
811|1018953164485214|1.46|-0.87|-0.10|-1.17
812|1018953184598214|1.23|-0.86|-0.02|-0.88
813|1018953205593631|0.84|-0.74|0.04|-0.41
814|1018953225101298|0.59|-0.57|0.12|0.11
815|1018953244534048|0.71|-0.47|0.32|0.42
816|1018953264499964|0.97|-0.53|0.66|0.47
817|1018953284606714|1.17|-0.38|0.94|0.59
818|1018953305795214|1.38|-0.04|1.01|0.94
819|1018953325209881|1.50|0.30|0.75|1.26
820|1018953346924714|1.51|0.36|0.41|1.41
821|1018953364675214|1.34|0.18|0.23|1.30
822|1018953384815131|1.12|-0.00|0.15|1.11
823|1018953406789381|0.86|-0.08|0.14|0.84
824|1018953425119548|0.55|-0.05|0.16|0.52
825|1018953444853923|0.28|-0.05|0.16|0.22
826|1018953464652756|0.16|-0.09|0.11|0.07
827|1018953484760839|0.14|-0.13|0.01|0.04
828|1018953504889881|0.18|-0.11|-0.12|0.07
829|1018953524901173|0.29|-0.11|-0.26|0.06
830|1018953545941423|0.40|-0.13|-0.38|-0.02
831|1018953564829256|0.53|-0.15|-0.46|-0.21
832|1018953584924506|0.69|-0.12|-0.51|-0.45
833|1018953604533840|0.91|-0.10|-0.54|-0.73
834|1018953626467423|1.15|-0.07|-0.54|-1.01
835|1018953645224548|1.32|0.01|-0.51|-1.22
836|1018953665140256|1.35|0.09|-0.46|-1.27
837|1018953684696756|1.26|0.16|-0.41|-1.18
838|1018953704960423|1.10|0.23|-0.34|-1.02
839|1018953726014923|0.89|0.32|-0.25|-0.80
840|1018953745758673|0.70|0.41|-0.15|-0.55
841|1018953764684006|0.56|0.50|-0.03|-0.23
842|1018953784512590|0.54|0.54|0.04|0.09
843|1018953804633590|0.58|0.46|0.14|0.33
844|1018953825387756|0.64|0.32|0.35|0.43
845|1018953847794215|0.74|0.30|0.52|0.44
846|1018953865512965|0.81|0.33|0.58|0.46
847|1018953884623090|0.85|0.37|0.42|0.63
848|1018953904633381|1.01|0.36|0.24|0.91
849|1018953924666048|1.04|0.25|0.19|0.99
850|1018953944884381|0.93|0.16|0.19|0.90
851|1018953966022798|0.77|0.16|0.10|0.74
852|1018953984615548|0.60|0.20|0.01|0.56
853|1018954004499756|0.41|0.26|-0.04|0.31
854|1018954024690340|0.29|0.28|-0.05|0.04
855|1018954045656048|0.34|0.29|-0.07|-0.16
856|1018954064811298|0.44|0.33|-0.13|-0.26
857|1018954084605465|0.52|0.33|-0.20|-0.34
858|1018954104530215|0.60|0.24|-0.24|-0.49
859|1018954124598798|0.73|0.10|-0.24|-0.69
860|1018954145636423|0.91|-0.07|-0.20|-0.88
861|1018954164883131|1.09|-0.27|-0.16|-1.05
862|1018954184438590|1.19|-0.41|-0.14|-1.10
863|1018954205053215|1.17|-0.48|-0.13|-1.06
864|1018954224649131|1.13|-0.52|-0.11|-1.00
865|1018954244783965|1.12|-0.59|-0.08|-0.94
866|1018954264473131|1.05|-0.64|-0.05|-0.82
867|1018954284654881|0.90|-0.67|-0.01|-0.60
868|1018954304105215|0.71|-0.61|0.08|-0.35
869|1018954324333048|0.51|-0.47|0.19|-0.07
870|1018954344588382|0.42|-0.27|0.25|0.20
871|1018954364538298|0.58|-0.25|0.40|0.33
872|1018954384498882|0.86|-0.41|0.65|0.39
873|1018954405686173|1.03|-0.31|0.75|0.63
874|1018954424377632|1.20|-0.06|0.69|0.98
875|1018954444140340|1.31|0.15|0.50|1.20
876|1018954465492715|1.34|0.26|0.32|1.28
877|1018954485019798|1.27|0.22|0.20|1.23
878|1018954504576840|1.11|0.13|0.11|1.09
879|1018954524822298|0.96|0.16|0.01|0.95
880|1018954544353423|0.78|0.12|-0.04|0.77
881|1018954564395673|0.55|-0.00|-0.09|0.54
882|1018954585028007|0.40|-0.15|-0.15|0.33
883|1018954604705715|0.39|-0.24|-0.25|0.16
884|1018954624640423|0.48|-0.29|-0.38|0.06
885|1018954644564257|0.62|-0.39|-0.48|-0.03
886|1018954664623215|0.70|-0.45|-0.53|-0.08
887|1018954685808382|0.73|-0.41|-0.58|-0.15
888|1018954705585757|0.76|-0.31|-0.59|-0.36
889|1018954725006715|0.86|-0.15|-0.56|-0.63
890|1018954744413382|0.94|0.07|-0.51|-0.78
891|1018954764848382|1.00|0.20|-0.49|-0.85
892|1018954786175798|1.01|0.21|-0.46|-0.88
893|1018954804721257|0.98|0.17|-0.43|-0.87
894|1018954824905882|0.91|0.14|-0.40|-0.80
895|1018954844297840|0.81|0.06|-0.35|-0.73
896|1018954864486465|0.67|-0.03|-0.30|-0.60
897|1018954884706257|0.48|-0.08|-0.29|-0.38
898|1018954904652007|0.30|-0.08|-0.27|-0.09
899|1018954924242882|0.24|-0.06|-0.18|0.14
900|1018954944364423|0.18|-0.01|-0.05|0.17
901|1018954964486757|0.23|0.01|0.03|0.23
902|1018954984573590|0.39|0.02|0.02|0.39
903|1018955005541424|0.52|0.08|-0.02|0.51
904|1018955025850049|0.73|0.20|-0.09|0.70
905|1018955044786132|0.90|0.29|-0.17|0.84
906|1018955064701132|0.87|0.37|-0.19|0.76
907|1018955084695215|0.79|0.51|-0.15|0.59
908|1018955106608049|0.74|0.63|-0.11|0.38
909|1018955126264799|0.70|0.68|-0.09|0.15
910|1018955144765632|0.65|0.64|-0.12|0.09
911|1018955164673257|0.59|0.54|-0.16|0.16
912|1018955184888257|0.58|0.50|-0.19|0.22
913|1018955205514840|0.52|0.45|-0.16|0.18
914|1018955227046840|0.40|0.37|-0.13|0.08
915|1018955244631549|0.24|0.22|-0.08|-0.03
916|1018955264519215|0.14|0.05|-0.03|-0.12
917|1018955284693757|0.24|-0.10|0.01|-0.22
918|1018955306170215|0.45|-0.16|0.08|-0.41
919|1018955324993632|0.67|-0.19|0.18|-0.62
920|1018955344870382|0.77|-0.23|0.22|-0.70
921|1018955364648882|0.73|-0.32|0.21|-0.63
922|1018955384522507|0.67|-0.41|0.19|-0.50
923|1018955404636674|0.63|-0.49|0.16|-0.37
924|1018955425242840|0.61|-0.57|0.13|-0.18
925|1018955445095049|0.58|-0.57|0.06|0.07
926|1018955464800549|0.62|-0.54|-0.02|0.31
927|1018955484569799|0.71|-0.50|-0.07|0.49
928|1018955504597799|0.76|-0.51|-0.03|0.57
929|1018955525931590|0.71|-0.51|0.14|0.47
930|1018955544799465|0.61|-0.33|0.32|0.40
931|1018955564709299|0.65|-0.10|0.37|0.53
932|1018955584664757|0.78|0.03|0.22|0.75
933|1018955604740090|0.94|-0.00|-0.03|0.94
934|1018955625893049|1.08|-0.10|-0.28|1.03
935|1018955644683382|1.23|-0.23|-0.50|1.10
936|1018955664771090|1.18|-0.41|-0.58|0.94
937|1018955684437757|0.97|-0.52|-0.52|0.63
938|1018955704616091|0.74|-0.51|-0.41|0.34
939|1018955724698216|0.55|-0.43|-0.33|0.13
940|1018955744771799|0.42|-0.28|-0.31|0.04
941|1018955764712674|0.38|-0.11|-0.36|0.08
942|1018955784750632|0.43|-0.05|-0.40|0.15
943|1018955804535299|0.50|-0.01|-0.45|0.22
944|1018955824883841|0.55|0.02|-0.48|0.26
945|1018955845605174|0.54|0.02|-0.50|0.21
946|1018955865162799|0.50|0.00|-0.47|0.14
947|1018955884829216|0.45|-0.01|-0.45|0.06
948|1018955904628216|0.40|0.01|-0.39|-0.08
949|1018955924877049|0.40|0.07|-0.32|-0.23
950|1018955945419132|0.47|0.11|-0.21|-0.40
951|1018955964845007|0.50|0.12|-0.12|-0.47
952|1018955984962549|0.43|0.10|-0.08|-0.41
953|1018956004613091|0.27|0.11|-0.09|-0.23
954|1018956024797507|0.15|0.12|-0.09|-0.03
955|1018956045187091|0.19|0.12|-0.10|0.11
956|1018956065644966|0.29|0.13|-0.08|0.25
957|1018956085475757|0.35|0.11|0.02|0.33
958|1018956104491882|0.29|0.07|0.19|0.20
959|1018956124441091|0.36|0.14|0.31|0.11
960|1018956144789674|0.37|0.15|0.30|0.15
961|1018956165662382|0.33|0.11|0.21|0.23
962|1018956185056507|0.31|0.05|0.12|0.28
963|1018956204640424|0.23|-0.04|0.07|0.22
964|1018956224543382|0.15|-0.13|0.03|0.06
965|1018956245117841|0.25|-0.23|0.04|-0.09
966|1018956265488132|0.34|-0.26|0.10|-0.19
967|1018956285297882|0.39|-0.21|0.17|-0.28
968|1018956304827424|0.45|-0.08|0.26|-0.36
969|1018956325012841|0.53|0.04|0.32|-0.43
970|1018956344643757|0.53|0.06|0.33|-0.41
971|1018956366024382|0.43|0.08|0.30|-0.30
972|1018956385886174|0.30|0.11|0.23|-0.16
973|1018956405416674|0.19|0.06|0.16|-0.07
974|1018956424632508|0.12|-0.01|0.11|-0.05
975|1018956444569174|0.09|-0.06|0.06|-0.02
976|1018956464772716|0.13|-0.12|0.05|0.00
977|1018956485542341|0.17|-0.16|0.07|-0.00
978|1018956504979841|0.21|-0.16|0.12|-0.08
979|1018956524748466|0.26|-0.12|0.16|-0.17
980|1018956544925383|0.27|-0.09|0.18|-0.19
981|1018956565520424|0.32|-0.16|0.22|-0.17
982|1018956584638383|0.30|-0.18|0.20|-0.15
983|1018956604656841|0.25|-0.14|0.17|-0.12
984|1018956624910049|0.24|-0.17|0.11|-0.12
985|1018956644474049|0.21|-0.19|0.05|-0.09
986|1018956664761549|0.15|-0.14|-0.02|0.02
987|1018956685510966|0.14|-0.11|-0.06|0.06
988|1018956705521674|0.11|-0.10|-0.04|-0.02
989|1018956724812216|0.16|-0.10|-0.00|-0.13
990|1018956744690966|0.20|-0.08|0.03|-0.19
991|1018956764562716|0.26|-0.05|0.08|-0.24
992|1018956785630799|0.33|-0.01|0.11|-0.31
993|1018956805109091|0.33|-0.00|0.09|-0.31
994|1018956825273799|0.27|-0.05|0.04|-0.26
995|1018956844623508|0.25|-0.13|0.02|-0.21
996|1018956864635174|0.26|-0.16|0.00|-0.20
997|1018956884659799|0.20|-0.13|-0.01|-0.15
998|1018956906316424|0.16|-0.12|-0.02|-0.10
999|1018956926565758|0.17|-0.14|0.00|-0.10
1000|1018956944816674|0.20|-0.13|0.04|-0.14
1001|1018956964731133|0.23|-0.14|0.07|-0.16
1002|1018956984429424|0.26|-0.16|0.10|-0.17
1003|1018957004572258|0.30|-0.19|0.14|-0.19
1004|1018957024879008|0.28|-0.17|0.15|-0.16
1005|1018957045277591|0.26|-0.18|0.14|-0.13
1006|1018957064382883|0.21|-0.15|0.10|-0.10
1007|1018957084423633|0.13|-0.12|0.04|-0.02
1008|1018957105146675|0.14|-0.14|-0.00|0.04
1009|1018957124961841|0.16|-0.16|-0.03|0.02
1010|1018957144874800|0.17|-0.15|-0.03|-0.07
1011|1018957164771300|0.18|-0.10|-0.04|-0.15
1012|1018957184544591|0.21|-0.04|-0.09|-0.19
1013|1018957204608841|0.26|-0.05|-0.14|-0.22
1014|1018957224948633|0.35|-0.07|-0.19|-0.28
1015|1018957245227508|0.43|-0.05|-0.22|-0.37
1016|1018957264859300|0.49|-0.04|-0.26|-0.41
1017|1018957284777841|0.51|-0.02|-0.34|-0.38
1018|1018957304708466|0.51|-0.03|-0.38|-0.34
1019|1018957326035341|0.55|-0.02|-0.42|-0.36
1020|1018957345294841|0.53|-0.06|-0.45|-0.28
1021|1018957364682050|0.50|-0.11|-0.47|-0.14
1022|1018957384579925|0.47|-0.12|-0.45|-0.04
1023|1018957404815716|0.41|-0.09|-0.40|-0.00
1024|1018957424968925|0.33|-0.06|-0.32|0.05
1025|1018957446066466|0.28|-0.05|-0.25|0.12
1026|1018957464655341|0.24|-0.05|-0.18|0.14
1027|1018957484494175|0.26|-0.03|-0.13|0.22
1028|1018957504661383|0.33|0.06|-0.08|0.32
1029|1018957525657300|0.39|0.06|-0.03|0.38
1030|1018957544833008|0.41|0.04|0.01|0.41
1031|1018957564771341|0.44|0.06|0.02|0.44
1032|1018957584984175|0.49|0.09|0.01|0.48
1033|1018957604556008|0.50|0.10|0.01|0.49
1034|1018957624687383|0.46|0.09|0.04|0.45
1035|1018957645306508|0.42|0.12|0.04|0.40
1036|1018957664909216|0.37|0.12|0.02|0.35
1037|1018957684697633|0.34|0.10|-0.01|0.32
1038|1018957704735883|0.33|0.11|-0.05|0.30
1039|1018957724753216|0.31|0.09|-0.08|0.29
1040|1018957745437425|0.29|0.06|-0.12|0.25
1041|1018957765850175|0.25|0.06|-0.14|0.20
1042|1018957784546050|0.22|0.04|-0.16|0.14
1043|1018957804550883|0.21|0.02|-0.18|0.11
1044|1018957825034633|0.20|0.00|-0.19|0.07
1045|1018957845908508|0.21|-0.05|-0.20|0.03
1046|1018957865437342|0.22|-0.07|-0.21|-0.00
1047|1018957884934050|0.23|-0.10|-0.20|-0.05
1048|1018957904714425|0.24|-0.11|-0.17|-0.13
1049|1018957924675717|0.24|-0.11|-0.15|-0.15
1050|1018957945054092|0.22|-0.11|-0.15|-0.12
1051|1018957964864217|0.21|-0.12|-0.14|-0.09
1052|1018957984895550|0.17|-0.12|-0.12|-0.05
1053|1018958004904842|0.11|-0.09|-0.07|-0.01
1054|1018958024660842|0.06|-0.05|-0.01|0.02
1055|1018958044793133|0.09|-0.01|0.00|0.09
1056|1018958065691800|0.18|0.01|-0.01|0.18
1057|1018958085041050|0.28|0.03|-0.02|0.27
1058|1018958104744300|0.39|0.03|-0.03|0.38
1059|1018958124815967|0.44|-0.01|-0.05|0.43
1060|1018958144656217|0.41|-0.00|-0.04|0.41
1061|1018958168167175|0.36|0.01|-0.02|0.36
1062|1018958185869050|0.31|0.03|-0.01|0.31
1063|1018958205347175|0.27|0.03|0.02|0.26
1064|1018958225303842|0.24|0.04|0.05|0.23
1065|1018958247535217|0.22|0.04|0.07|0.21
1066|1018958265567008|0.17|0.06|0.10|0.12
1067|1018958286035258|0.17|0.09|0.14|0.04
1068|1018958304972008|0.19|0.09|0.17|-0.02
1069|1018958325006383|0.20|0.05|0.18|-0.08
1070|1018958345052717|0.21|0.04|0.17|-0.12
1071|1018958364962842|0.26|0.00|0.16|-0.20
1072|1018958385588383|0.35|-0.05|0.17|-0.30
1073|1018958404876550|0.41|-0.09|0.16|-0.37
1074|1018958425391592|0.46|-0.10|0.14|-0.43
1075|1018958444598758|0.47|-0.13|0.10|-0.44
1076|1018958464771133|0.42|-0.16|0.06|-0.38
1077|1018958486575800|0.30|-0.12|0.01|-0.28
1078|1018958505085717|0.26|-0.11|-0.01|-0.24
1079|1018958524659259|0.25|-0.11|-0.01|-0.23
1080|1018958544746550|0.18|-0.08|-0.03|-0.16
1081|1018958564788800|0.14|-0.11|-0.03|-0.08
1082|1018958584976259|0.18|-0.17|-0.04|-0.04
1083|1018958604921175|0.21|-0.20|-0.03|-0.04
1084|1018958625092175|0.23|-0.22|-0.02|-0.07
1085|1018958644617092|0.27|-0.26|-0.02|-0.07
1086|1018958665606925|0.32|-0.31|-0.01|-0.09
1087|1018958685171009|0.34|-0.33|-0.02|-0.06
1088|1018958705393884|0.33|-0.32|-0.04|-0.05
1089|1018958724933842|0.33|-0.32|-0.04|-0.06
1090|1018958744863050|0.34|-0.33|-0.03|-0.07
1091|1018958764872967|0.29|-0.28|-0.04|-0.05
1092|1018958784918467|0.22|-0.21|-0.05|-0.02
1093|1018958805011009|0.17|-0.16|-0.06|-0.02
1094|1018958825029884|0.17|-0.16|-0.05|-0.06
1095|1018958844812009|0.18|-0.14|-0.05|-0.10
1096|1018958864727759|0.18|-0.13|-0.04|-0.12
1097|1018958885312384|0.18|-0.09|-0.03|-0.14
1098|1018958904886509|0.14|-0.01|-0.03|-0.14
1099|1018958925151509|0.15|0.04|-0.03|-0.14
1100|1018958945325842|0.13|0.04|-0.02|-0.12
1101|1018958964735009|0.08|0.04|-0.03|-0.06
1102|1018958984679842|0.08|0.07|-0.04|0.02
1103|1018959004766134|0.10|0.08|-0.04|0.04
1104|1018959025762009|0.14|0.12|-0.04|0.06
1105|1018959044951259|0.16|0.14|-0.01|0.07
1106|1018959065413342|0.19|0.18|0.02|0.06
1107|1018959085370300|0.22|0.21|0.07|0.03
1108|1018959105198634|0.26|0.24|0.11|0.01
1109|1018959125601342|0.30|0.27|0.12|-0.01
1110|1018959145991884|0.29|0.25|0.15|-0.03
1111|1018959164566884|0.27|0.22|0.16|-0.04
1112|1018959185192009|0.25|0.18|0.17|-0.05
1113|1018959204757634|0.22|0.16|0.15|-0.04
1114|1018959225333842|0.19|0.15|0.11|-0.00
1115|1018959245177134|0.13|0.10|0.09|-0.00
1116|1018959265077926|0.10|0.02|0.10|-0.01
1117|1018959284424634|0.12|-0.06|0.10|-0.02
1118|1018959304507092|0.13|-0.09|0.10|-0.01
1119|1018959324918176|0.13|-0.10|0.08|0.02
1120|1018959345040384|0.16|-0.14|0.07|0.00
1121|1018959364744842|0.23|-0.22|0.08|-0.02
1122|1018959384753801|0.29|-0.27|0.09|-0.03
1123|1018959405353217|0.29|-0.27|0.08|-0.05
1124|1018959425217926|0.26|-0.24|0.06|-0.06
1125|1018959445550301|0.26|-0.24|0.06|-0.07
1126|1018959465490259|0.28|-0.26|0.07|-0.08
1127|1018959484881801|0.29|-0.27|0.06|-0.07
1128|1018959504935051|0.28|-0.27|0.04|-0.04
1129|1018959525317176|0.23|-0.22|0.03|-0.04
1130|1018959544918217|0.21|-0.20|0.03|-0.06
1131|1018959565472092|0.22|-0.21|0.01|-0.05
1132|1018959584946134|0.21|-0.20|-0.01|-0.01
1133|1018959604446801|0.15|-0.15|-0.02|-0.00
1134|1018959625137842|0.09|-0.08|-0.03|-0.01
1135|1018959645916967|0.06|-0.05|-0.02|-0.02
1136|1018959664901384|0.04|-0.02|-0.02|-0.01
1137|1018959685124092|0.03|-0.00|-0.02|-0.03
1138|1018959704532676|0.07|0.04|-0.02|-0.05
1139|1018959724698759|0.11|0.10|-0.02|-0.05
1140|1018959744729092|0.11|0.11|-0.01|-0.03
1141|1018959765772801|0.09|0.09|-0.00|-0.02
1142|1018959784863384|0.10|0.08|-0.01|-0.05
1143|1018959805007092|0.11|0.10|-0.02|-0.05
1144|1018959824701301|0.14|0.14|-0.03|-0.03
1145|1018959844953217|0.16|0.15|-0.04|0.00
1146|1018959865824801|0.13|0.12|-0.05|-0.00
1147|1018959885146634|0.11|0.09|-0.05|-0.02
1148|1018959904629009|0.13|0.11|-0.07|-0.02
1149|1018959924759926|0.16|0.14|-0.08|-0.01
1150|1018959944810051|0.14|0.12|-0.07|-0.02
1151|1018959965394009|0.11|0.09|-0.06|-0.03
1152|1018959985353509|0.13|0.11|-0.07|0.01
1153|1018960004816884|0.14|0.12|-0.08|0.02
1154|1018960024586051|0.15|0.13|-0.08|0.02
1155|1018960044879051|0.15|0.12|-0.07|0.01
1156|1018960065157718|0.14|0.12|-0.07|0.01
1157|1018960084861426|0.12|0.11|-0.04|0.00
1158|1018960105877426|0.12|0.12|-0.03|-0.00
1159|1018960125194468|0.12|0.11|-0.03|-0.02
1160|1018960145156718|0.12|0.11|-0.03|-0.01
1161|1018960164832801|0.10|0.10|-0.03|0.00
1162|1018960184511218|0.10|0.09|-0.03|0.02
1163|1018960204787009|0.10|0.08|-0.04|0.04
1164|1018960224788801|0.09|0.07|-0.03|0.04
1165|1018960244293676|0.07|0.07|-0.01|0.02
1166|1018960264751884|0.07|0.07|0.01|-0.01
1167|1018960284878134|0.07|0.06|0.01|-0.03
1168|1018960304568926|0.07|0.07|0.00|-0.02
1169|1018960324290801|0.05|0.04|0.01|-0.04
1170|1018960344713968|0.08|0.07|0.00|-0.05
1171|1018960364793843|0.13|0.09|0.00|-0.09
1172|1018960385724676|0.16|0.10|0.01|-0.12
1173|1018960404838134|0.16|0.11|-0.01|-0.11
1174|1018960425154009|0.13|0.09|-0.02|-0.09
1175|1018960444304926|0.11|0.08|-0.03|-0.07
1176|1018960467432676|0.12|0.10|-0.04|-0.05
1177|1018960484277634|0.13|0.12|-0.05|-0.03
1178|1018960504346759|0.11|0.10|-0.04|-0.03
1179|1018960524755343|0.10|0.09|-0.03|-0.02
1180|1018960546025176|0.10|0.10|-0.02|-0.02
1181|1018960565158176|0.12|0.10|0.00|-0.06
1182|1018960586080259|0.10|0.08|0.02|-0.06
1183|1018960605954093|0.07|0.07|-0.00|0.01
1184|1018960626355801|0.13|0.09|-0.05|0.08
1185|1018960646767801|0.15|0.10|-0.09|0.08
1186|1018960664622635|0.17|0.13|-0.11|0.03
1187|1018960684819718|0.21|0.18|-0.11|-0.00
1188|1018960704693593|0.22|0.21|-0.08|-0.02
1189|1018960725812760|0.24|0.23|-0.06|-0.03
1190|1018960746348176|0.28|0.27|-0.03|-0.05
1191|1018960764664468|0.28|0.27|-0.02|-0.05
1192|1018960784171635|0.27|0.27|-0.01|-0.05
1193|1018960804433218|0.23|0.22|-0.01|-0.03
1194|1018960824695968|0.19|0.19|-0.02|-0.02
1195|1018960844391301|0.15|0.15|-0.02|-0.02
1196|1018960864215926|0.14|0.14|-0.01|0.02
1197|1018960884540010|0.20|0.18|-0.02|0.09
1198|1018960904976718|0.26|0.21|-0.03|0.15
1199|1018960925617718|0.27|0.24|-0.02|0.12
1200|1018960945102926|0.23|0.22|-0.01|0.05
1201|1018960964469635|0.15|0.15|0.00|-0.02
1202|1018960984265093|0.14|0.12|0.01|-0.07
1203|1018961004518676|0.15|0.11|-0.00|-0.09
1204|1018961024513635|0.15|0.10|-0.01|-0.11
1205|1018961044817468|0.11|0.06|-0.05|-0.07
1206|1018961064401593|0.08|0.04|-0.07|0.00
1207|1018961084446051|0.11|0.03|-0.09|0.04
1208|1018961104393093|0.09|0.01|-0.08|0.03
1209|1018961124663635|0.07|-0.03|-0.06|0.02
1210|1018961144393260|0.10|-0.10|-0.03|-0.02
1211|1018961164606676|0.22|-0.19|0.02|-0.10
1212|1018961184376176|0.28|-0.22|0.06|-0.16
1213|1018961204234176|0.32|-0.23|0.08|-0.19
1214|1018961224176635|0.30|-0.24|0.07|-0.17
1215|1018961244378551|0.29|-0.28|0.04|-0.08
1216|1018961264023551|0.30|-0.30|0.00|0.01
1217|1018961284086176|0.29|-0.28|-0.02|0.05
1218|1018961304285593|0.23|-0.23|-0.00|0.01
1219|1018961324088177|0.17|-0.17|0.01|-0.00
1220|1018961344043052|0.17|-0.15|-0.01|0.07
1221|1018961364538718|0.22|-0.16|-0.03|0.15
1222|1018961384391010|0.20|-0.14|-0.03|0.14
1223|1018961404276802|0.13|-0.13|0.01|-0.02
1224|1018961424422552|0.24|-0.13|0.06|-0.19
1225|1018961446095468|0.31|-0.17|0.08|-0.25
1226|1018961464444843|0.31|-0.22|0.05|-0.21
1227|1018961484607677|0.25|-0.23|-0.01|-0.09
1228|1018961504373718|0.24|-0.23|-0.05|0.02
1229|1018961524341885|0.24|-0.23|-0.06|0.05
1230|1018961545917302|0.21|-0.19|-0.05|0.07
1231|1018961564516177|0.18|-0.14|-0.04|0.11
1232|1018961584588552|0.13|-0.08|-0.01|0.10
1233|1018961604347968|0.07|-0.03|0.04|0.04
1234|1018961624402468|0.12|-0.02|0.11|-0.06
1235|1018961644475468|0.21|-0.04|0.14|-0.15
1236|1018961665361802|0.24|-0.06|0.13|-0.19
1237|1018961684384885|0.23|-0.08|0.10|-0.19
1238|1018961704272885|0.19|-0.09|0.07|-0.16
1239|1018961724662843|0.11|-0.09|0.02|-0.07
1240|1018961744474302|0.10|-0.09|-0.04|0.01
1241|1018961764687718|0.12|-0.07|-0.07|0.06
