84|1018332148472043|1.04
85|1018332168565793|1.09
86|1018332188413627|1.23
87|1018332208765877|1.24
88|1018332228429418|1.10
89|1018332248656085|0.84
90|1018332268579502|0.53
91|1018332288624668|0.31
92|1018332308780002|0.35
93|1018332328588627|0.50
94|1018332348998335|0.58
95|1018332368954710|0.53
96|1018332388604293|0.56
97|1018332408642668|0.78
98|1018332428397585|1.08
99|1018332448897918|1.31
100|1018332468521418|1.46
101|1018332488823960|1.50
102|1018332508662793|1.38
103|1018332528581335|1.11
104|1018332548682460|0.94
105|1018332569027877|0.95
106|1018332588449377|1.04
107|1018332608806085|1.12
108|1018332628417877|1.14
109|1018332649674293|1.04
110|1018332668614752|0.89
111|1018332689198418|0.93
112|1018332708236877|1.15
113|1018332728493168|1.22
114|1018332748213752|1.06
115|1018332768984668|0.92
116|1018332789020668|0.98
117|1018332808414543|1.24
118|1018332828644335|1.47
119|1018332848434960|1.53
120|1018332869078252|1.41
121|1018332888566919|1.22
122|1018332908922460|1.04
123|1018332928639835|0.91
124|1018332949029627|0.72
125|1018332970142044|0.55
126|1018332988644585|0.47
127|1018333008873710|0.60
128|1018333028673835|0.91
129|1018333048297294|1.14
130|1018333068696210|1.22
131|1018333089209585|1.18
132|1018333108577085|1.07
133|1018333128656627|0.92
134|1018333148786544|0.76
135|1018333168646502|0.60
136|1018333189115335|0.47
137|1018333208761669|0.44
138|1018333228512294|0.52
139|1018333248484002|0.64
140|1018333269034169|0.90
141|1018333288590752|1.10
142|1018333308991919|1.05
143|1018333329277460|1.06
144|1018333348266919|1.06
145|1018333368889460|1.07
146|1018333388691377|1.13
147|1018333409033460|1.12
148|1018333428612502|0.96
149|1018333448495002|0.73
150|1018333468650627|0.58
151|1018333489138835|0.55
152|1018333509311919|0.65
153|1018333528375335|0.68
154|1018333548435627|0.58
155|1018333569007586|0.61
156|1018333589286086|0.83
157|1018333608884377|1.13
158|1018333630237502|1.37
159|1018333649298502|1.42
160|1018333668883294|1.33
161|1018333689314502|1.19
162|1018333709146377|1.14
163|1018333729127336|1.06
164|1018333748998836|0.91
165|1018333769087336|0.69
166|1018333789465002|0.53
167|1018333812462419|0.37
168|1018333829721586|0.28
169|1018333848959336|0.40
170|1018333869268044|0.41
171|1018333889209752|0.37
172|1018333908909627|0.60
173|1018333928992544|1.00
174|1018333949287294|1.45
175|1018333969325961|1.60
176|1018333989949336|1.42
177|1018334009058294|1.35
178|1018334028826919|1.31
179|1018334049604419|1.18
180|1018334069141086|0.99
181|1018334089532127|0.81
182|1018334109246836|0.71
183|1018334129966252|0.60
184|1018334151036752|0.56
185|1018334169170919|0.72
186|1018334189503294|0.89
187|1018334208838127|0.97
188|1018334228862127|1.00
189|1018334249049836|1.03
190|1018334269077836|0.97
191|1018334289515211|0.86
192|1018334309232794|0.74
193|1018334329001253|0.64
194|1018334349864461|0.54
195|1018334369882253|0.48
196|1018334388884086|0.58
197|1018334409662378|0.88
198|1018334428894169|1.05
199|1018334453410544|0.95
200|1018334469879753|0.95
201|1018334491766503|1.14
202|1018334509076253|1.32
203|1018334529300836|1.41
204|1018334549476586|1.31
205|1018334569433336|1.06
206|1018334589538128|0.85
207|1018334609241919|0.66
208|1018334629126711|0.54
209|1018334648777419|0.54
210|1018334670185711|0.53
211|1018334689161961|0.51
212|1018334709680253|0.61
213|1018334729276794|0.78
214|1018334749435378|0.82
215|1018334770088503|0.77
216|1018334791107836|0.80
217|1018334809359961|0.86
218|1018334829856586|0.89
219|1018334849355169|0.91
220|1018334869429711|0.94
221|1018334889819669|0.98
222|1018334909815253|0.99
223|1018334929384211|0.86
224|1018334949576878|0.66
225|1018334968869253|0.58
226|1018334989047253|0.79
227|1018335009153461|1.04
228|1018335028613628|1.14
229|1018335048609045|1.11
230|1018335068998920|0.96
231|1018335088958628|0.86
232|1018335109601170|1.03
233|1018335129293128|1.26
234|1018335149149420|1.41
235|1018335169174628|1.37
236|1018335189311836|1.15
237|1018335211902128|0.86
238|1018335229299670|0.67
239|1018335249300836|0.71
240|1018335269005211|0.70
241|1018335290018711|0.52
242|1018335311603170|0.32
243|1018335332394753|0.29
244|1018335351535211|0.46
245|1018335368668753|0.83
246|1018335388892461|1.20
247|1018335409121211|1.42
248|1018335428893961|1.46
249|1018335450100836|1.42
250|1018335468979003|1.41
251|1018335489341461|1.36
252|1018335509145211|1.32
253|1018335529657878|1.05
254|1018335550001253|0.76
255|1018335568768670|0.47
256|1018335588710461|0.43
257|1018335608977545|0.73
258|1018335631930170|0.96
259|1018335650065253|1.04
260|1018335668984128|1.12
261|1018335689411170|1.27
262|1018335708730962|1.45
263|1018335728687462|1.47
264|1018335749419712|1.32
265|1018335768676420|1.12
266|1018335789087212|0.92
267|1018335808622670|0.67
268|1018335830291087|0.54
269|1018335850424837|0.54
270|1018335869212962|0.57
271|1018335892584545|0.68
272|1018335909280170|0.61
273|1018335929050295|0.54
274|1018335949919587|0.72
275|1018335968953753|1.04
276|1018335989500795|1.27
277|1018336009307337|1.38
278|1018336028975170|1.39
279|1018336050231670|1.39
280|1018336068996503|1.44
281|1018336089736087|1.48
282|1018336109361587|1.37
283|1018336128592462|1.12
284|1018336148886253|0.94
285|1018336168886253|0.80
286|1018336177274128|0.74
287|1018336189737087|0.61
288|1018336209280378|0.52
289|1018336229026462|0.49
290|1018336250249670|0.44
291|1018336270823837|0.42
292|1018336289461212|0.46
293|1018336309369045|0.48
294|1018336328906587|0.47
295|1018336350705170|0.62
296|1018336370245462|0.85
297|1018336390074670|1.04
298|1018336409689379|1.18
299|1018336429292129|1.24
300|1018336449135629|1.12
301|1018336469590087|0.80
302|1018336489349170|0.47
303|1018336509285587|0.33
304|1018336529274837|0.31
305|1018336550472337|0.31
306|1018336571186837|0.40
307|1018336588966129|0.52
308|1018336608758587|0.61
309|1018336629450004|0.74
310|1018336649185962|0.92
311|1018336668980712|1.08
312|1018336690232795|1.11
313|1018336710266837|1.04
314|1018336729697712|0.88
315|1018336749425045|0.63
316|1018336769065920|0.37
317|1018336789629962|0.21
318|1018336809205587|0.25
319|1018336829734254|0.46
320|1018336848727795|0.60
321|1018336869740795|0.62
322|1018336890611670|0.71
323|1018336908621879|0.94
324|1018336929038420|1.37
325|1018336948980170|1.94
326|1018336969474212|2.26
327|1018336990255670|2.20
328|1018337012648712|1.86
329|1018337029947670|1.21
330|1018337049405629|0.81
331|1018337069134254|0.69
332|1018337091178796|0.59
333|1018337109458629|0.48
334|1018337129967754|0.48
335|1018337149221962|0.56
336|1018337169816837|0.62
337|1018337189759546|0.59
338|1018337209780254|0.56
339|1018337230643212|0.68
340|1018337249205587|0.96
341|1018337269213254|1.19
342|1018337289072796|1.34
343|1018337309484296|1.37
344|1018337333891587|1.40
345|1018337349320879|1.45
346|1018337369009712|1.45
347|1018337389083212|1.33
348|1018337409444379|1.08
349|1018337430194671|0.81
350|1018337449904712|0.68
351|1018337469611337|0.69
352|1018337489494004|0.74
353|1018337509207129|0.91
354|1018337529191796|1.16
355|1018337549723754|1.22
356|1018337569305837|1.17
357|1018337589016837|1.17
358|1018337609450546|1.38
359|1018337629807379|1.67
360|1018337649272337|1.87
361|1018337669589004|1.90
362|1018337689203921|1.73
363|1018337709178171|1.46
364|1018337730901712|1.16
365|1018337750301421|0.94
366|1018337769089004|0.85
367|1018337789561129|0.84
368|1018337809132046|0.81
369|1018337829945713|0.75
370|1018337851390754|0.68
371|1018337869738338|0.82
372|1018337889190254|1.07
373|1018337909281379|1.29
374|1018337929147963|1.48
375|1018337950094504|1.55
376|1018337971142838|1.55
377|1018337989311671|1.44
378|1018338009341421|1.23
379|1018338028843088|0.96
380|1018338051090088|0.75
381|1018338071192629|0.59
382|1018338089292379|0.54
383|1018338109171421|0.59
384|1018338129066671|0.72
385|1018338149030504|0.79
386|1018338170740921|0.90
387|1018338189046754|1.03
388|1018338209330963|1.11
389|1018338228993546|1.24
390|1018338251607296|1.53
391|1018338269368754|1.90
392|1018338288884796|2.06
393|1018338309856546|1.89
394|1018338329292463|1.59
395|1018338349769838|1.35
396|1018338371013629|1.29
397|1018338390020504|1.32
398|1018338409559713|1.26
399|1018338429456879|1.12
400|1018338448856880|0.94
401|1018338469012838|0.76
402|1018338489857463|0.73
403|1018338510497630|0.87
404|1018338529681921|1.10
405|1018338549766505|1.30
406|1018338570181963|1.36
407|1018338589179296|1.24
408|1018338609772005|1.12
409|1018338629395880|1.13
410|1018338649025630|1.19
411|1018338669765838|1.26
412|1018338689676880|1.24
413|1018338709331171|1.18
414|1018338730102838|1.06
415|1018338751773796|0.91
416|1018338769762296|0.82
417|1018338790256046|0.83
418|1018338809840046|0.84
419|1018338829912130|0.86
420|1018338849294255|0.97
421|1018338868990630|1.12
422|1018338889429130|1.27
423|1018338910166421|1.38
424|1018338929417046|1.49
425|1018338949128463|1.64
426|1018338968916380|1.85
427|1018338989081171|2.01
428|1018339009075046|2.02
429|1018339029294005|1.83
430|1018339049749963|1.51
431|1018339069311171|1.18
432|1018339090965880|0.81
433|1018339108973380|0.72
434|1018339129747963|0.79
435|1018339149966213|0.89
436|1018339168992672|0.99
437|1018339189308338|1.17
438|1018339209678880|1.30
439|1018339229889172|1.34
440|1018339250395463|1.38
441|1018339270132213|1.41
442|1018339290022505|1.45
443|1018339310026755|1.53
444|1018339331144088|1.52
445|1018339351096255|1.49
446|1018339369733380|1.43
447|1018339389192713|1.32
448|1018339409905963|1.20
449|1018339428842338|1.08
450|1018339450926505|1.06
451|1018339469529338|0.98
452|1018339489340713|0.92
453|1018339513633130|0.99
454|1018339534380838|1.08
455|1018339548855797|1.12
456|1018339569369547|1.22
457|1018339589359755|1.51
458|1018339609204880|1.86
459|1018339629110297|2.17
460|1018339651177213|2.00
461|1018339669395588|1.60
462|1018339689481713|1.15
463|1018339708946380|0.89
464|1018339732585880|0.76
465|1018339751975130|0.79
466|1018339769253797|0.81
467|1018339788885005|0.82
468|1018339809817213|0.75
469|1018339830191713|0.66
470|1018339850618880|0.74
471|1018339870033380|0.93
472|1018339889926922|1.14
473|1018339909195589|1.32
474|1018339929114839|1.44
475|1018339949618714|1.48
476|1018339970666172|1.48
477|1018339991364755|1.46
478|1018340009360964|1.41
479|1018340029208130|1.32
480|1018340049084714|1.20
481|1018340070275297|1.02
482|1018340089104130|0.90
483|1018340109915214|0.86
484|1018340129264964|0.87
485|1018340149367589|0.91
486|1018340170538255|1.02
487|1018340189292964|1.21
488|1018340209158047|1.34
489|1018340229410005|1.20
490|1018340249181755|1.13
491|1018340269725422|1.38
492|1018340289985797|1.68
493|1018340309932339|1.98
494|1018340329351714|2.18
495|1018340349707172|2.27
496|1018340371780005|2.22
497|1018340390861297|2.07
498|1018340409403547|1.80
499|1018340429200214|1.52
500|1018340449721547|1.23
501|1018340469298464|0.91
502|1018340490335505|0.69
503|1018340510042214|0.92
504|1018340529792630|1.32
505|1018340549278547|1.67
506|1018340570432214|1.97
507|1018340589368047|2.02
508|1018340611911589|2.07
509|1018340629734381|1.95
510|1018340649494422|1.76
511|1018340669638881|1.52
512|1018340689179089|1.32
513|1018340710254797|1.15
514|1018340730211256|1.05
515|1018340750107756|1.00
516|1018340769363714|0.93
517|1018340789120714|0.87
518|1018340811693631|0.80
519|1018340829241339|0.77
520|1018340849956589|0.82
521|1018340869280089|0.95
522|1018340889410714|1.02
523|1018340909641131|1.10
524|1018340929466006|1.53
525|1018340949118631|2.30
526|1018340969171547|2.70
527|1018340989002631|2.55
528|1018341009559714|2.19
529|1018341029416756|1.83
530|1018341049847964|1.63
531|1018341069501714|1.47
532|1018341089105589|1.27
533|1018341109184672|1.00
534|1018341130307964|0.72
535|1018341149482381|0.51
536|1018341169591714|0.51
537|1018341189404589|0.80
538|1018341209076589|1.18
539|1018341230588714|1.48
540|1018341248813839|1.63
541|1018341269116006|1.70
542|1018341289266839|1.77
543|1018341309113006|1.79
544|1018341330040339|1.75
545|1018341349362131|1.70
546|1018341370316673|1.62
547|1018341389214506|1.49
548|1018341409014089|1.31
549|1018341430269298|1.13
550|1018341452242714|0.96
551|1018341468845173|0.85
552|1018341489440381|0.86
553|1018341509566423|0.97
554|1018341530298173|1.09
555|1018341549970339|1.17
556|1018341569834214|1.15
557|1018341589252381|1.04
558|1018341608933423|0.97
559|1018341629132881|1.06
560|1018341649194048|1.51
561|1018341671368964|1.98
562|1018341691147506|2.13
563|1018341709168214|1.92
564|1018341729114006|1.55
565|1018341749757506|1.14
566|1018341770323798|1.11
567|1018341790293839|1.06
568|1018341808907631|1.01
569|1018341829360423|0.89
570|1018341849071006|0.78
571|1018341869768964|0.77
572|1018341889206214|0.97
573|1018341909151006|1.23
574|1018341929402881|1.48
575|1018341949695798|1.64
576|1018341970471423|1.67
577|1018341990018673|1.62
578|1018342008979673|1.54
579|1018342029817798|1.45
580|1018342051640840|1.41
581|1018342069297923|1.32
582|1018342089443548|1.13
583|1018342109120798|0.92
584|1018342129579215|0.73
585|1018342148922840|0.57
586|1018342169130715|0.49
587|1018342190200465|0.54
588|1018342210631631|0.68
589|1018342229436173|0.89
590|1018342248752381|1.05
591|1018342269352840|1.39
592|1018342290370798|2.09
593|1018342309146673|2.82
594|1018342329375673|3.12
595|1018342349285798|3.06
596|1018342370949590|2.73
597|1018342390497798|2.15
598|1018342409011465|1.50
599|1018342429544631|1.00
600|1018342454165298|0.79
601|1018342471687965|0.88
602|1018342489975965|0.95
603|1018342509713631|1.05
604|1018342529766215|1.17
605|1018342549016131|1.20
606|1018342568842923|1.23
607|1018342589776048|1.34
608|1018342612833881|1.36
609|1018342630021673|1.36
610|1018342649404132|1.39
611|1018342669380465|1.41
612|1018342690179090|1.39
613|1018342708975923|1.33
614|1018342729308673|1.29
615|1018342749730798|1.31
616|1018342769831632|1.36
617|1018342789196507|1.32
618|1018342809412048|1.21
619|1018342831488423|1.11
620|1018342849584465|0.97
621|1018342869862215|0.92
622|1018342889109590|0.91
623|1018342910315132|1.01
624|1018342929169007|1.16
625|1018342948937007|1.31
626|1018342969381257|1.39
627|1018342989848048|1.41
628|1018343009581632|1.54
629|1018343030263882|1.90
630|1018343049895673|2.33
631|1018343069013507|2.62
632|1018343089519757|2.65
633|1018343109019298|2.29
634|1018343129143173|1.74
635|1018343150995798|1.30
636|1018343169363840|1.07
637|1018343188948132|1.02
638|1018343209279340|1.02
639|1018343230050340|0.98
640|1018343250008590|0.98
641|1018343269228215|1.06
642|1018343290127090|1.19
643|1018343309335132|1.35
644|1018343329339132|1.48
645|1018343348982882|1.54
646|1018343369303882|1.51
647|1018343389412007|1.46
648|1018343409363674|1.42
649|1018343430274049|1.34
650|1018343452268590|1.25
651|1018343470937090|1.17
652|1018343489367174|1.09
653|1018343509087465|0.99
654|1018343531275382|0.84
655|1018343550170507|0.73
656|1018343569815382|0.65
657|1018343589089465|0.62
658|1018343609382507|0.68
659|1018343629317257|0.82
660|1018343652193715|0.97
661|1018343671793215|1.00
662|1018343689423424|1.04
663|1018343709540632|1.16
664|1018343729069590|1.47
665|1018343749967007|2.01
666|1018343770089007|2.59
667|1018343789299215|2.65
668|1018343809145840|2.12
669|1018343829606715|1.36
670|1018343850259674|0.80
671|1018343872097840|0.71
672|1018343889752382|0.84
673|1018343909527090|0.88
674|1018343929393382|0.77
675|1018343949644840|0.72
676|1018343969429632|0.65
677|1018343989770507|0.57
678|1018344009131965|0.64
679|1018344029425216|0.87
680|1018344049338132|1.08
681|1018344069780591|1.16
682|1018344089711841|1.19
683|1018344109714341|1.21
684|1018344129614341|1.21
685|1018344149434674|1.21
686|1018344169312466|1.16
687|1018344189333257|1.07
688|1018344209499049|1.02
689|1018344229108507|1.01
690|1018344249410757|0.99
691|1018344269935299|0.92
692|1018344289546299|0.83
693|1018344309094716|0.76
694|1018344328775216|0.70
695|1018344349209716|0.63
696|1018344369357591|0.59
697|1018344389109299|0.64
698|1018344408910549|0.71
699|1018344429215507|0.73
700|1018344448793174|0.80
701|1018344468949882|1.00
702|1018344490722382|1.32
703|1018344509108382|1.77
704|1018344529129091|2.20
705|1018344549684716|2.30
706|1018344569025674|2.10
707|1018344589812799|1.83
708|1018344609314799|1.42
709|1018344628717299|0.89
710|1018344648902091|0.33
711|1018344669424549|0.43
712|1018344688952091|0.74
713|1018344708912299|0.96
714|1018344729517341|1.18
715|1018344749730966|1.33
716|1018344769672924|1.34
717|1018344789019133|1.26
718|1018344808929758|1.16
719|1018344830451383|1.12
720|1018344848999008|1.14
721|1018344869533674|1.17
722|1018344888777341|1.17
723|1018344910015341|1.13
724|1018344928700341|1.11
725|1018344948751174|1.08
726|1018344969038049|1.01
727|1018344988586383|0.90
728|1018345009117299|0.74
729|1018345028762133|0.60
730|1018345049105674|0.52
731|1018345068788091|0.48
732|1018345089435091|0.53
733|1018345108993799|0.59
734|1018345131122091|0.70
735|1018345150262383|0.92
736|1018345170039591|1.13
737|1018345189598383|1.17
738|1018345209013008|1.25
739|1018345230984008|1.42
740|1018345249664133|1.38
741|1018345268749883|1.15
742|1018345288607841|0.90
743|1018345309340174|0.65
744|1018345328985049|0.37
745|1018345349589341|0.22
746|1018345369151591|0.24
747|1018345389064299|0.28
748|1018345408807674|0.33
749|1018345429792091|0.40
750|1018345448874008|0.51
751|1018345469776800|0.72
752|1018345488676966|0.93
753|1018345508855925|1.07
754|1018345528882758|1.07
755|1018345549913591|1.01
756|1018345569138883|0.98
757|1018345588518758|1.07
758|1018345608442925|1.15
759|1018345628587716|1.09
760|1018345648923591|0.89
761|1018345668574716|0.64
762|1018345689013633|0.55
763|1018345709122091|0.57
764|1018345728451925|0.52
765|1018345748836675|0.36
766|1018345768639008|0.39
767|1018345788375050|0.56
768|1018345808738633|0.54
769|1018345829063675|0.46
770|1018345850328508|0.75
771|1018345869525550|1.11
772|1018345888776425|1.40
773|1018345908558841|1.66
774|1018345928626383|1.89
775|1018345949403383|1.86
776|1018345968706675|1.48
777|1018345989314508|0.96
778|1018346008685966|0.52
779|1018346028771925|0.40
780|1018346048628550|0.39
781|1018346068875133|0.37
782|1018346088580175|0.49
783|1018346109145133|0.67
784|1018346129096175|0.76
785|1018346149037508|0.82
786|1018346169253508|0.87
787|1018346189069383|0.94
788|1018346208923800|1.05
789|1018346229932925|1.15
790|1018346249536467|1.23
791|1018346269117508|1.23
792|1018346288889092|1.13
793|1018346309203925|0.90
794|1018346328953258|0.67
795|1018346348995800|0.49
796|1018346368645758|0.38
797|1018346388837133|0.41
798|1018346412413217|0.58
799|1018346428535842|0.78
800|1018346448638092|0.94
801|1018346468784383|1.04
802|1018346491604717|1.09
803|1018346508754300|1.17
804|1018346528836383|1.32
805|1018346549643092|1.50
806|1018346568978842|1.70
807|1018346590002758|1.81
808|1018346609738800|1.83
809|1018346628732092|1.66
810|1018346648697550|1.32
811|1018346668517883|0.99
812|1018346688510050|0.84
813|1018346708674008|0.92
814|1018346728893467|0.98
815|1018346749277550|0.93
816|1018346768648467|0.82
817|1018346788608842|0.73
818|1018346809182675|0.69
819|1018346828960259|0.69
820|1018346848738509|0.76
821|1018346869073259|0.78
822|1018346888816050|0.71
823|1018346908871259|0.61
824|1018346929347759|0.57
825|1018346949001800|0.55
826|1018346968904800|0.59
827|1018346988821967|0.64
828|1018347009354509|0.75
829|1018347029134134|0.85
830|1018347049235467|0.84
831|1018347069432384|0.71
832|1018347088979342|0.52
833|1018347108642634|0.38
834|1018347129619467|0.38
835|1018347150039842|0.47
836|1018347168900092|0.55
837|1018347189098092|0.61
838|1018347208547884|0.54
839|1018347228749092|0.44
840|1018347249273175|0.68
841|1018347268762259|1.15
842|1018347289052800|1.61
843|1018347308647425|1.99
844|1018347328853967|2.05
845|1018347349279592|1.72
846|1018347368621300|1.18
847|1018347388602634|0.66
848|1018347408982050|0.66
849|1018347428964925|0.86
850|1018347449221300|0.84
851|1018347468885675|0.64
852|1018347488531967|0.40
853|1018347508685842|0.43
854|1018347528561301|0.58
855|1018347548682509|0.49
856|1018347568518426|0.47
857|1018347589101884|0.79
858|1018347609168717|1.15
859|1018347628659884|1.40
860|1018347649378217|1.41
861|1018347669896259|1.26
862|1018347688599134|1.03
863|1018347708887134|0.84
864|1018347729089092|0.72
865|1018347748763384|0.65
866|1018347768814717|0.59
867|1018347789289092|0.53
868|1018347808788384|0.52
869|1018347828562301|0.64
870|1018347848559926|0.77
871|1018347868497051|0.88
872|1018347888587551|0.98
873|1018347908714551|1.09
874|1018347929062134|1.20
875|1018347949164967|1.35
876|1018347969366884|1.56
877|1018347988925259|1.77
878|1018348008640592|1.88
879|1018348029276176|1.91
880|1018348049098176|1.67
881|1018348069085009|1.24
882|1018348089374467|0.83
883|1018348109066509|0.63
884|1018348128886967|0.70
885|1018348149364009|0.70
886|1018348169136759|0.57
887|1018348188513676|0.46
888|1018348208777301|0.62
889|1018348229212759|0.79
890|1018348249061176|0.79
891|1018348269412718|0.86
892|1018348289065301|1.11
893|1018348309226509|1.40
894|1018348328988509|1.52
895|1018348349013759|1.44
896|1018348368938718|1.29
897|1018348389018968|1.19
898|1018348409364051|1.11
899|1018348429161759|0.99
900|1018348449360259|0.76
901|1018348469129759|0.53
902|1018348488567218|0.52
903|1018348508968843|0.69
904|1018348529197634|0.82
905|1018348548559384|0.81
906|1018348568822801|0.74
907|1018348588911468|0.76
908|1018348608993176|0.84
909|1018348629479051|0.94
910|1018348649137051|1.12
911|1018348669299384|1.18
912|1018348689830634|1.25
913|1018348709719884|1.39
914|1018348730141718|1.59
915|1018348749350593|1.55
916|1018348769063801|1.17
917|1018348789427176|0.79
918|1018348809307259|0.86
919|1018348829963884|1.15
920|1018348848937009|1.30
921|1018348869307718|1.17
922|1018348888784884|0.76
923|1018348910029009|0.43
924|1018348929633051|0.65
925|1018348949636676|0.82
926|1018348969476885|0.73
927|1018348988959593|0.56
928|1018349009151968|0.53
929|1018349029157010|0.66
930|1018349049057593|0.78
931|1018349068795510|0.78
932|1018349088946260|0.70
933|1018349109278510|0.65
934|1018349130388260|0.69
935|1018349150206510|0.76
936|1018349169436301|0.80
937|1018349189176926|0.82
938|1018349208939676|0.81
939|1018349229554676|0.89
940|1018349250418343|1.05
941|1018349269438843|1.18
942|1018349289864176|1.18
943|1018349309985135|1.15
944|1018349329124051|1.08
945|1018349349537260|1.05
946|1018349369029926|1.10
947|1018349389362301|1.09
948|1018349409044968|1.11
949|1018349429011385|1.18
950|1018349448833801|1.16
951|1018349469269843|1.06
952|1018349489194510|0.93
953|1018349508624635|0.85
954|1018349529360593|0.84
955|1018349549502218|0.80
956|1018349569508051|0.69
957|1018349589555343|0.76
958|1018349609794260|1.09
959|1018349629105093|1.25
960|1018349650655260|1.05
961|1018349673757760|0.71
962|1018349690885802|0.50
963|1018349708881093|0.62
964|1018349729603010|0.76
965|1018349748678218|0.78
966|1018349770694468|0.65
967|1018349789452010|0.42
968|1018349808853177|0.27
969|1018349829113968|0.33
970|1018349848637635|0.45
971|1018349870068802|0.54
972|1018349889008010|0.61
973|1018349908844927|0.75
974|1018349928712385|0.89
975|1018349948872135|0.95
976|1018349968672593|0.87
977|1018349988825343|0.78
978|1018350008946093|0.72
979|1018350029067427|0.67
980|1018350049016968|0.68
981|1018350074337510|0.71
982|1018350089519635|0.70
983|1018350109354177|0.56
984|1018350129270510|0.45
985|1018350148919718|0.54
986|1018350170679218|0.75
987|1018350190813552|0.94
988|1018350209875843|1.00
989|1018350229489927|0.90
990|1018350249232427|0.60
991|1018350268809468|0.26
992|1018350289735302|0.29
993|1018350310056177|0.63
994|1018350329658385|0.91
995|1018350348984927|1.09
996|1018350370946469|1.14
997|1018350388516427|1.09
998|1018350409067927|1.03
999|1018350428732760|1.04
1000|1018350449605427|1.03
1001|1018350469062219|1.06
1002|1018350489072427|1.07
1003|1018350511117552|0.96
1004|1018350531071135|0.81
1005|1018350549526302|0.71
1006|1018350569669885|0.68
1007|1018350588440760|0.76
1008|1018350610066594|0.84
1009|1018350628687760|0.84
1010|1018350648532844|0.81
1011|1018350669205844|0.79
1012|1018350688826760|0.76
1013|1018350708880094|0.69
1014|1018350729001635|0.65
1015|1018350748988594|0.64
1016|1018350769016302|0.64
1017|1018350789312844|0.62
1018|1018350813161927|0.60
1019|1018350829409885|0.65
1020|1018350848716135|0.73
1021|1018350869249427|0.79
1022|1018350888711344|0.82
1023|1018350908870760|0.83
1024|1018350928824969|0.77
1025|1018350949063177|0.58
1026|1018350968971427|0.42
1027|1018350988680552|0.41
1028|1018351008778427|0.47
1029|1018351028735844|0.54
1030|1018351049067136|0.65
1031|1018351068840886|0.76
1032|1018351089051761|0.77
1033|1018351108848927|0.80
1034|1018351128998594|0.88
1035|1018351151342802|0.88
1036|1018351169666386|0.86
1037|1018351188748219|0.75
1038|1018351209036011|0.54
1039|1018351228674094|0.31
1040|1018351249410927|0.14
1041|1018351268679719|0.12
1042|1018351289614886|0.31
1043|1018351309524427|0.50
1044|1018351328769177|0.63
1045|1018351348734552|0.73
1046|1018351369985761|0.76
1047|1018351389297844|0.72
1048|1018351408776552|0.60
1049|1018351429142636|0.50
1050|1018351448928386|0.41
1051|1018351469324427|0.33
1052|1018351488997427|0.24
1053|1018351509222469|0.19
1054|1018351529393344|0.11
1055|1018351549214844|0.10
1056|1018351568923136|0.25
1057|1018351589201427|0.37
1058|1018351609709094|0.61
1059|1018351629835594|0.74
1060|1018351648759802|0.74
1061|1018351669141677|0.64
1062|1018351689390469|0.49
1063|1018351709653344|0.40
1064|1018351728736386|0.41
1065|1018351749677553|0.50
1066|1018351768816011|0.64
1067|1018351788808553|0.69
1068|1018351808908428|0.74
1069|1018351828962928|0.85
1070|1018351852838678|0.93
