1941676402494|f4:4e:05:79:64:0e|-74
1941676402438|f4:4e:05:7e:9b:5d|-51
1941676402426|f4:4e:05:7e:9b:5f|-51
1941676402388|f4:4e:05:62:78:8f|-63
1941676402544|f4:4e:05:79:5b:4d|-60
1941676402315|f4:4e:05:79:5b:4f|-56
1941676402464|f4:4e:05:7e:9b:5e|-51
1941676402557|f4:4e:05:79:5b:4e|-59
1941676402399|f4:4e:05:62:78:8d|-63
1941676402530|f4:4e:05:7e:9a:ed|-61
1941676402517|f4:4e:05:7e:9a:ef|-61
1941676402411|f4:4e:05:62:78:8e|-63
1941676402504|f4:4e:05:7e:9a:ee|-60
1941676402355|58:91:cf:2c:35:a9|-68
1941676402451|f4:4e:05:79:64:0f|-74
1941676402373|f4:4e:05:79:64:00|-80
1941676402478|f4:4e:05:79:64:0d|-74
1941681369205|f4:4e:05:79:64:0e|-75
1941681369150|f4:4e:05:7e:9b:5d|-53
1941681369138|f4:4e:05:7e:9b:5f|-53
1941681369100|f4:4e:05:62:78:8f|-67
1941681369259|f4:4e:05:79:5b:4d|-59
1941681369072|f4:4e:05:79:5b:4f|-59
1941681369164|f4:4e:05:7e:9b:5e|-53
1941681369274|f4:4e:05:79:5b:4e|-59
1941681369112|f4:4e:05:62:78:8d|-67
1941681369217|f4:4e:05:7e:9a:ed|-62
1941681369232|f4:4e:05:7e:9a:ef|-63
1941681369123|f4:4e:05:62:78:8e|-67
1941681369246|f4:4e:05:7e:9a:ee|-62
1941681369084|58:91:cf:2c:35:a9|-68
1941681369178|f4:4e:05:79:64:0f|-75
1941676402373|f4:4e:05:79:64:00|-80
1941681369191|f4:4e:05:79:64:0d|-75
1941681369045|f4:4e:05:7e:9a:e1|-72
1941686383667|f4:4e:05:79:64:0e|-84
1941686383641|f4:4e:05:7e:9b:5d|-60
1941686383625|f4:4e:05:7e:9b:5f|-60
1941686383587|f4:4e:05:62:78:8f|-57
1941686383720|f4:4e:05:79:5b:4d|-52
1941686383549|f4:4e:05:79:5b:4f|-47
1941686383655|f4:4e:05:7e:9b:5e|-60
1941686383734|f4:4e:05:79:5b:4e|-52
1941686383600|f4:4e:05:62:78:8d|-57
1941686383680|f4:4e:05:7e:9a:ed|-60
1941686383696|f4:4e:05:7e:9a:ef|-60
1941686383611|f4:4e:05:62:78:8e|-57
1941686383708|f4:4e:05:7e:9a:ee|-60
1941686383572|58:91:cf:2c:35:a9|-77
1941681369178|f4:4e:05:79:64:0f|-75
1941681369191|f4:4e:05:79:64:0d|-75
1941686383517|f4:4e:05:7e:9a:e1|-73
1941691395138|f4:4e:05:79:64:0e|-77
1941691395097|f4:4e:05:7e:9b:5d|-57
1941691395083|f4:4e:05:7e:9b:5f|-57
1941691395043|f4:4e:05:62:78:8f|-55
1941691395202|f4:4e:05:79:5b:4d|-52
1941691394974|f4:4e:05:79:5b:4f|-50
1941691395112|f4:4e:05:7e:9b:5e|-57
1941691395214|f4:4e:05:79:5b:4e|-51
1941691395055|f4:4e:05:62:78:8d|-55
1941691395165|f4:4e:05:7e:9a:ed|-62
1941691395179|f4:4e:05:7e:9a:ef|-62
1941691395069|f4:4e:05:62:78:8e|-55
1941691395191|f4:4e:05:7e:9a:ee|-62
1941691395016|58:91:cf:2c:35:a9|-74
1941691395124|f4:4e:05:79:64:0d|-77
1941686383517|f4:4e:05:7e:9a:e1|-73
1941691394988|f4:4e:05:79:64:01|-83
1941691395003|f4:4e:05:79:5b:41|-63
1941691394939|f4:4e:05:62:78:81|-68
1941691395028|f4:4e:05:7e:9b:51|-69
1941691395138|f4:4e:05:79:64:0e|-77
1941696410631|f4:4e:05:7e:9b:5d|-67
1941696410619|f4:4e:05:7e:9b:5f|-66
1941696410582|f4:4e:05:62:78:8f|-58
1941696410693|f4:4e:05:79:5b:4d|-52
1941696410520|f4:4e:05:79:5b:4f|-50
1941696410645|f4:4e:05:7e:9b:5e|-66
1941696410705|f4:4e:05:79:5b:4e|-51
1941696410595|f4:4e:05:62:78:8d|-58
1941696410657|f4:4e:05:7e:9a:ed|-59
1941696410669|f4:4e:05:7e:9a:ef|-59
1941696410606|f4:4e:05:62:78:8e|-58
1941696410681|f4:4e:05:7e:9a:ee|-59
1941696410547|58:91:cf:2c:35:a9|-76
1941691395124|f4:4e:05:79:64:0d|-77
1941691394988|f4:4e:05:79:64:01|-83
1941696410558|f4:4e:05:79:5b:41|-74
1941696410492|f4:4e:05:62:78:81|-65
1941696410569|f4:4e:05:7e:9b:51|-70
1941696410534|f4:4e:05:7e:9a:e2|-68
1941701374140|f4:4e:05:79:64:0e|-76
1941701374116|f4:4e:05:7e:9b:5d|-55
1941701374082|f4:4e:05:7e:9b:5f|-55
1941701374041|f4:4e:05:62:78:8f|-62
1941701374209|f4:4e:05:79:5b:4d|-60
1941701373963|f4:4e:05:79:5b:4f|-52
1941701374128|f4:4e:05:7e:9b:5e|-55
1941701374221|f4:4e:05:79:5b:4e|-59
1941701374052|f4:4e:05:62:78:8d|-63
1941701374180|f4:4e:05:7e:9a:ed|-65
1941701374167|f4:4e:05:7e:9a:ef|-65
1941701374066|f4:4e:05:62:78:8e|-62
1941701374195|f4:4e:05:7e:9a:ee|-65
1941701373990|58:91:cf:2c:35:a9|-68
1941701374152|f4:4e:05:79:64:0d|-77
1941701374003|f4:4e:05:79:64:01|-80
1941701374015|f4:4e:05:79:5b:41|-66
1941701373924|f4:4e:05:62:78:81|-62
1941701374028|f4:4e:05:7e:9b:51|-65
1941701373979|f4:4e:05:7e:9a:e2|-69
1941701374101|f4:4e:05:79:64:0f|-76
1941706436813|f4:4e:05:79:64:0e|-79
1941701374116|f4:4e:05:7e:9b:5d|-55
1941701374082|f4:4e:05:7e:9b:5f|-55
1941706436724|f4:4e:05:62:78:8f|-60
1941706436882|f4:4e:05:79:5b:4d|-56
1941706436638|f4:4e:05:79:5b:4f|-48
1941706436795|f4:4e:05:7e:9b:5e|-58
1941706436895|f4:4e:05:79:5b:4e|-56
1941706436766|f4:4e:05:62:78:8d|-60
1941706436828|f4:4e:05:7e:9a:ed|-66
1941706436844|f4:4e:05:7e:9a:ef|-66
1941706436779|f4:4e:05:62:78:8e|-60
1941706436864|f4:4e:05:7e:9a:ee|-66
1941706436690|58:91:cf:2c:35:a9|-72
1941701374152|f4:4e:05:79:64:0d|-77
1941706436702|f4:4e:05:79:64:01|-79
1941706436713|f4:4e:05:79:5b:41|-67
1941706436606|f4:4e:05:62:78:81|-62
1941701374028|f4:4e:05:7e:9b:51|-65
1941706436678|f4:4e:05:7e:9a:e2|-60
1941701374101|f4:4e:05:79:64:0f|-76
1941711407705|f4:4e:05:79:64:0e|-74
1941711407688|f4:4e:05:7e:9b:5d|-54
1941711407676|f4:4e:05:7e:9b:5f|-54
1941711407657|f4:4e:05:62:78:8f|-62
1941711407728|f4:4e:05:79:5b:4d|-51
1941711407622|f4:4e:05:79:5b:4f|-50
1941711407693|f4:4e:05:7e:9b:5e|-54
1941711407733|f4:4e:05:79:5b:4e|-51
1941711407663|f4:4e:05:62:78:8d|-62
1941711407717|f4:4e:05:7e:9a:ed|-66
