2329383070879|80:1f:02:67:02:bc|-69
2329383070899|3a:60:77:19:aa:74|-92
2329383070889|38:60:77:19:aa:73|-92
2329383070828|70:9f:2d:ae:24:49|-88
2329378087721|b0:c2:87:e6:80:af|-91
2329383070732|00:e0:4b:b5:0f:02|-90
2329383070848|54:a0:50:5c:7e:60|-89
2329383070752|fa:8f:ca:37:ac:b2|-84
2329383070919|dc:ef:09:cd:07:39|-87
2329378087796|54:fa:3e:3e:57:75|-87
2329378087731|b2:c2:87:e6:80:a0|-91
2329378087702|30:b5:c2:c8:64:36|-90
2329378087682|52:8a:4c:af:9e:c8|-91
2329383070722|cc:af:78:86:62:73|-87
2329383070787|54:35:30:01:14:42|-94
2329383070796|56:35:30:01:14:43|-91
2329378087752|64:70:02:a6:04:94|-91
2329383070868|00:16:0a:18:5b:d6|-89
2329378087645|50:7e:5d:4a:cd:93|-91
2329383070838|bc:f2:af:99:26:99|-90
2329383070929|e0:91:f5:ad:14:e2|-92
2329383070806|ec:8a:4c:af:ce:8f|-92
2329383070909|78:ca:39:42:9f:23|-92
2329383070858|26:b6:c4:ea:e1:a0|-93
2329383070761|7a:53:d4:d6:fe:70|-85
2329383070771|7a:53:d4:d6:fe:72|-86
2329383070818|52:8a:4c:af:ce:8c|-90
2329388086609|80:1f:02:67:02:bc|-58
2329388086628|3a:60:77:19:aa:74|-89
2329388086619|38:60:77:19:aa:73|-89
2329388086559|70:9f:2d:ae:24:49|-91
2329388086539|00:e0:4b:b5:0f:02|-85
2329388086599|54:a0:50:5c:7e:60|-87
2329388086531|fa:8f:ca:37:ac:b2|-90
2329388086645|dc:ef:09:cd:07:39|-84
2329388086503|cc:af:78:86:62:73|-88
2329388086513|54:35:30:01:14:42|-91
2329388086522|56:35:30:01:14:43|-91
2329383070868|00:16:0a:18:5b:d6|-89
2329383070838|bc:f2:af:99:26:99|-90
2329383070929|e0:91:f5:ad:14:e2|-92
2329383070806|ec:8a:4c:af:ce:8f|-92
2329383070909|78:ca:39:42:9f:23|-92
2329383070858|26:b6:c4:ea:e1:a0|-93
2329388086485|7a:53:d4:d6:fe:70|-82
2329388086494|7a:53:d4:d6:fe:72|-83
2329383070818|52:8a:4c:af:ce:8c|-90
