5.55|walk
2.1200000000000006|walk
1.6599999999999997|walk
2.25|walk
1.55|walk
2.25|walk
3.1700000000000004|walk
1.1500000000000001|walk
2.0300000000000002|walk
1.5699999999999998|walk
1.98|walk
2.0|walk
1.8600000000000003|walk
2.25|walk
2.65|walk
1.4000000000000004|walk
2.67|walk
2.2399999999999998|walk
1.7600000000000005|walk
2.06|walk
2.2|walk
2.4499999999999997|walk
1.71|walk
3.26|walk
1.85|walk
1.6800000000000002|walk
1.4600000000000002|walk
2.08|walk
1.31|walk
1.63|walk
1.82|walk
3.37|walk
2.32|walk
2.62|walk
2.44|walk
2.7199999999999998|walk
2.0|walk
2.34|walk
1.7399999999999998|walk
1.6900000000000002|walk
2.26|walk
2.01|walk
1.46|walk
2.4099999999999997|walk
1.73|walk
1.7599999999999998|walk
3.32|walk
1.36|walk
2.2300000000000004|walk
1.9199999999999997|walk
2.0999999999999996|walk
2.0799999999999996|walk
1.4300000000000002|walk
1.1200000000000003|walk
1.1400000000000001|walk
1.69|walk
1.85|walk
1.7900000000000003|walk
1.26|walk
1.7500000000000004|walk
1.3800000000000001|walk
1.55|walk
1.2300000000000002|walk
1.7799999999999998|walk
1.0500000000000003|walk
1.6999999999999997|walk
2.02|walk
1.6|walk
1.72|walk
1.88|walk
1.77|walk
2.02|walk
2.64|walk
1.92|walk
2.37|walk
2.1799999999999997|walk
2.41|walk
1.3400000000000003|walk
1.69|walk
0.8500000000000002|walk
1.4|walk
2.3600000000000003|walk
1.9700000000000002|walk
1.8399999999999999|walk
2.13|walk
1.0099999999999998|walk
2.22|walk
2.5199999999999996|walk
2.72|walk
2.0999999999999996|walk
1.4|walk
1.6500000000000004|walk
1.7399999999999998|walk
2.53|walk
1.4300000000000002|walk
0.7599999999999999|walk
1.09|walk
2.19|walk
3.5199999999999996|walk
2.3600000000000003|walk
2.3899999999999997|walk
1.9800000000000004|walk
1.6199999999999999|walk
2.0999999999999996|walk
1.69|walk
1.9200000000000002|walk
4.09|still
0.5700000000000001|still
0.42|still
0.4800000000000001|still
0.61|still
0.53|still
0.62|still
0.48000000000000004|still
0.88|still
0.9800000000000001|still
0.38|still
0.47|still
0.47|still
0.44000000000000006|still
0.69|still
0.52|still
0.5399999999999999|still
0.26|still
0.29999999999999993|still
0.43|still
0.36|still
0.52|still
0.6299999999999999|still
0.67|still
0.25|still
0.29000000000000004|still
0.35|still
0.26|still
0.75|still
0.22|still
0.10999999999999999|still
0.13999999999999999|still
0.15|still
0.37999999999999995|still
0.63|still
0.17|still
0.23000000000000004|still
0.5|still
0.33|still
0.36000000000000004|still
0.4100000000000001|still
0.31|still
0.47000000000000003|still
0.74|still
0.39000000000000007|still
0.31000000000000005|still
0.42|still
0.36|still
0.31|still
0.33|still
1.19|still
0.8099999999999999|still
2.45|still
0.66|still
0.9800000000000001|still
0.7|still
0.62|still
0.58|still
0.29000000000000004|still
0.7400000000000001|still
0.38|still
0.38|still
1.46|still
0.55|still
0.42000000000000004|still
0.4|still
0.37|still
0.21|still
0.19999999999999998|still
0.21|still
0.44999999999999996|still
0.5100000000000001|still
0.22999999999999995|still
0.43000000000000005|still
0.47999999999999987|still
0.42000000000000004|still
0.48|still
0.36000000000000004|still
0.89|still
0.47000000000000003|still
0.38999999999999996|still
0.35|still
0.45|still
0.33999999999999997|still
0.24|still
0.53|still
0.19|still
0.33999999999999997|still
0.19|still
0.18000000000000002|still
0.27|still
0.44000000000000006|still
0.31|still
0.17|still
0.22|still
0.27|still
0.16999999999999998|still
0.18000000000000002|still
0.5|still
0.46|still
