2329273081687|80:1f:02:67:02:bc|-64
2329273081665|3a:60:77:19:aa:74|-56
2329273081656|38:60:77:19:aa:73|-55
2329273081600|54:a0:50:5c:7e:60|-86
2329273081579|70:9f:2d:ae:24:49|-78
2329273081541|b2:c2:87:78:53:73|-70
2329273081530|b0:c2:87:78:53:72|-70
2329273081609|b0:c2:87:e6:80:af|-77
2329273081619|b2:c2:87:e6:80:a0|-76
2329273081589|80:3f:5d:90:28:fe|-91
2329268070495|7a:53:d4:d6:fe:72|-88
2329268070487|7a:53:d4:d6:fe:70|-90
2329273081720|54:fa:3e:3e:57:75|-87
2329273081676|34:31:c4:26:2e:e7|-88
2329273081568|56:35:30:01:14:43|-89
2329273081629|d8:50:e6:ca:f6:c0|-90
2329273081559|54:35:30:01:14:42|-91
2329273081697|0e:96:d7:35:45:c3|-91
2329273081708|e8:8d:28:5b:e1:df|-92
2329273081640|00:16:0a:18:5b:d6|-90
2329273081550|fa:8f:ca:37:ac:b2|-90
2329278081595|80:1f:02:67:02:bc|-72
2329278081624|3a:60:77:19:aa:74|-55
2329278081614|38:60:77:19:aa:73|-54
2329273081600|54:a0:50:5c:7e:60|-86
2329278081537|70:9f:2d:ae:24:49|-81
2329278081508|b2:c2:87:78:53:73|-69
2329278081499|b0:c2:87:78:53:72|-69
2329278081557|b0:c2:87:e6:80:af|-77
2329278081547|b2:c2:87:e6:80:a0|-78
2329273081589|80:3f:5d:90:28:fe|-91
2329278081654|54:fa:3e:3e:57:75|-85
2329273081676|34:31:c4:26:2e:e7|-88
2329278081488|56:35:30:01:14:43|-88
2329278081573|d8:50:e6:ca:f6:c0|-88
2329278081479|54:35:30:01:14:42|-87
2329278081604|0e:96:d7:35:45:c3|-87
2329278081634|e8:8d:28:5b:e1:df|-90
2329273081640|00:16:0a:18:5b:d6|-90
2329278081527|fa:8f:ca:37:ac:b2|-85
2329278081517|00:e0:4b:b5:0f:02|-81
2329278081644|54:22:f8:1d:df:a4|-90
2329278081585|e0:91:f5:60:a1:e0|-91
2329283080827|80:1f:02:67:02:bc|-56
2329283080817|3a:60:77:19:aa:74|-56
2329283080837|38:60:77:19:aa:73|-55
2329283080794|70:9f:2d:ae:24:49|-78
2329283080749|b2:c2:87:78:53:73|-64
2329283080740|b0:c2:87:78:53:72|-62
2329278081557|b0:c2:87:e6:80:af|-77
2329278081547|b2:c2:87:e6:80:a0|-78
