1462027339895|-3.16|1.83|-1.55
1462027339915|-3.05|1.85|-1.50
1462027339953|-2.78|1.76|-1.41
1462027339957|-2.38|1.82|-1.26
1462027339977|-2.05|1.72|-1.20
1462027339998|-1.90|1.63|-1.19
1462027340020|-1.76|1.47|-1.16
1462027340041|-1.51|1.27|-0.99
1462027340063|-1.22|1.09|-0.73
1462027340085|-1.02|0.89|-0.52
1462027340105|-1.02|0.77|-0.42
1462027340127|-0.92|0.61|-0.48
1462027340151|-0.64|0.61|-0.35
1462027340169|-0.40|0.79|-0.15
1462027340191|-0.26|0.83|0.03
1462027340212|-0.16|0.80|0.05
1462027340233|-0.13|0.90|-0.06
1462027340255|-0.22|1.02|-0.21
1462027340276|-0.27|1.05|-0.27
1462027340297|-0.30|0.94|-0.21
1462027340319|-0.25|0.92|-0.07
1462027340341|-0.10|0.89|0.04
1462027340361|0.03|0.81|0.15
1462027340383|0.01|0.79|0.24
1462027340404|0.01|0.80|0.25
1462027340425|0.06|0.80|0.30
1462027340446|0.17|0.75|0.50
1462027340469|0.37|0.50|0.80
1462027340490|0.53|0.18|0.95
1462027340512|0.65|-0.09|0.94
1462027340534|0.79|-0.26|0.85
1462027340554|0.93|-0.38|0.90
1462027340578|1.02|-0.58|1.07
1462027340600|1.04|-0.75|1.11
1462027340618|0.98|-0.82|0.93
1462027340639|0.99|-0.82|0.61
1462027340661|1.04|-0.72|0.32
1462027340682|1.09|-0.63|0.13
1462027340703|0.99|-0.57|-0.00
1462027340726|0.79|-0.53|-0.13
1462027340745|0.61|-0.46|-0.26
1462027340768|0.53|-0.32|-0.40
1462027340789|0.47|-0.20|-0.58
1462027340809|0.37|-0.09|-0.72
1462027340830|0.21|-0.01|-0.75
1462027340854|-0.00|0.08|-0.70
1462027340874|-0.21|0.17|-0.66
1462027340894|-0.23|0.35|-0.73
1462027340916|-0.12|0.56|-0.89
1462027340936|-0.15|0.75|-1.03
1462027340957|-0.37|0.89|-0.97
1462027340981|-0.54|0.95|-0.78
1462027341000|-0.56|1.03|-0.58
1462027341022|-0.56|1.14|-0.46
1462027341044|-0.70|1.14|-0.32
1462027341068|-0.91|1.05|-0.09
1462027341085|-1.06|0.87|0.22
1462027341109|-0.99|0.59|0.44
1462027341129|-0.80|0.36|0.56
1462027341151|-0.83|0.23|0.52
1462027341174|-1.18|0.21|0.41
1462027341193|-1.60|0.27|0.46
1462027341216|-1.52|0.09|0.72
1462027341236|-1.15|-0.19|1.07
1462027341257|-0.77|-0.54|1.23
1462027341279|-0.67|-0.79|1.04
1462027341304|-0.87|-0.85|0.52
1462027341322|-1.05|-0.75|0.02
1462027341343|-1.00|-0.69|-0.34
1462027341368|-0.76|-0.70|-0.64
1462027341387|-0.58|-0.69|-0.94
1462027341408|-0.35|-0.65|-1.15
1462027341431|-0.08|-0.64|-0.94
1462027341450|0.31|-0.71|-0.47
1462027341472|0.64|-0.82|0.18
1462027341497|0.94|-0.93|0.72
1462027341516|1.16|-1.10|0.79
1462027341535|1.08|-0.97|0.42
1462027341557|0.95|-0.75|-0.28
1462027341578|0.80|-0.60|-0.85
1462027341601|0.60|-0.48|-1.21
1462027341620|0.39|-0.31|-1.37
1462027341640|0.21|-0.16|-1.43
1462027341662|-0.01|-0.03|-1.35
1462027341686|-0.24|0.07|-1.13
1462027341706|-0.41|0.15|-0.83
1462027341727|-0.46|0.24|-0.44
1462027341748|-0.48|0.29|-0.14
1462027341769|-0.56|0.36|0.04
1462027341789|-0.59|0.48|0.24
1462027341817|-0.46|0.57|0.43
1462027341820|-0.36|0.64|0.58
1462027341835|-0.30|0.76|0.78
1462027341857|-0.29|0.88|0.96
1462027341877|-0.38|1.00|1.12
1462027341897|-0.37|1.08|1.32
1462027341921|-0.02|1.03|1.54
1462027341940|0.56|0.81|1.72
1462027341960|1.05|0.36|1.75
1462027341981|1.14|-0.13|1.66
1462027342004|0.84|-0.64|1.45
1462027342024|0.55|-1.00|1.10
1462027342046|0.49|-1.12|0.61
1462027342068|0.70|-0.98|0.06
1462027342088|1.07|-0.76|-0.32
1462027342110|1.33|-0.65|-0.51
1462027342133|1.21|-0.60|-0.60
1462027342153|0.82|-0.56|-0.59
1462027342174|0.35|-0.51|-0.55
1462027342196|0.01|-0.41|-0.62
1462027342217|-0.17|-0.18|-0.85
1462027342241|-0.20|0.10|-1.12
1462027342260|-0.17|0.35|-1.26
1462027342279|-0.12|0.51|-1.24
1462027342302|-0.14|0.58|-1.09
1462027342326|-0.19|0.57|-0.90
1462027342348|-0.23|0.58|-0.73
1462027342366|-0.19|0.63|-0.57
1462027342387|-0.12|0.67|-0.41
1462027342408|-0.16|0.75|-0.35
1462027342429|-0.28|0.87|-0.40
1462027342456|-0.40|1.01|-0.39
1462027342475|-0.50|1.09|-0.19
1462027342494|-0.64|1.09|0.20
1462027342516|-0.80|1.01|0.65
1462027342538|-0.83|0.89|0.89
1462027342559|-0.98|0.87|0.79
1462027342580|-1.19|0.85|0.54
1462027342601|-1.37|0.80|0.35
1462027342622|-1.25|0.62|0.31
1462027342645|-0.89|0.35|0.51
1462027342666|-0.42|0.02|0.83
1462027342684|-0.03|-0.32|1.04
1462027342707|0.12|-0.59|0.89
1462027342729|0.14|-0.72|0.54
1462027342749|0.17|-0.77|0.15
1462027342773|0.25|-0.80|-0.17
1462027342794|0.41|-0.81|-0.41
1462027342816|0.64|-0.77|-0.57
1462027342837|0.81|-0.70|-0.60
1462027342858|0.80|-0.70|-0.46
1462027342878|0.56|-0.78|-0.19
1462027342900|0.26|-0.83|0.03
1462027342921|0.04|-0.83|0.09
1462027342942|-0.03|-0.71|0.04
1462027342964|0.09|-0.52|-0.01
1462027342986|0.17|-0.31|-0.02
1462027343005|0.13|-0.14|-0.07
1462027343029|0.01|0.01|-0.07
1462027343047|-0.07|0.13|0.01
1462027343069|-0.06|0.30|0.09
1462027343095|-0.03|0.50|0.02
1462027343114|-0.03|0.68|-0.12
1462027343135|-0.04|0.83|-0.26
1462027343157|-0.11|0.88|-0.27
1462027343177|-0.24|0.85|-0.13
1462027343200|-0.28|0.77|0.07
1462027343221|-0.21|0.73|0.29
1462027343243|-0.19|0.79|0.46
1462027343264|-0.33|0.82|0.47
1462027343284|-0.43|0.82|0.41
1462027343305|-0.32|0.65|0.48
1462027343326|-0.07|0.32|0.74
1462027343351|0.11|-0.14|1.05
1462027343371|-0.02|-0.49|1.19
1462027343390|-0.37|-0.74|1.00
1462027343418|-0.65|-0.92|0.67
1462027343423|-0.87|-1.05|0.42
1462027343436|-0.96|-1.08|0.16
1462027343456|-0.89|-1.02|0.07
1462027343479|-0.73|-0.92|0.12
1462027343499|-0.64|-0.82|0.21
1462027343520|-0.77|-0.81|0.30
1462027343543|-1.13|-0.96|0.31
1462027343564|-1.50|-1.08|0.25
1462027343585|-1.60|-1.18|0.19
1462027343607|-1.34|-1.24|0.21
1462027343628|-0.95|-1.25|0.25
1462027343650|-0.61|-1.25|0.24
1462027343670|-0.37|-1.27|0.25
1462027343692|-0.13|-1.29|0.38
1462027343714|0.19|-1.28|0.53
1462027343736|0.54|-1.26|0.50
1462027343758|0.59|-1.05|0.25
1462027343778|0.28|-0.52|0.06
1462027343799|-0.19|0.29|0.04
1462027343819|-0.54|1.01|0.11
1462027343842|-0.72|1.57|0.23
1462027343864|-0.67|1.90|0.59
1462027343886|-0.41|2.01|1.19
1462027343906|-0.09|1.74|1.86
1462027343929|0.05|1.26|2.09
1462027343954|0.12|0.81|1.63
1462027343969|0.38|0.58|0.88
1462027343991|0.83|0.53|0.20
1462027344010|1.28|0.47|-0.19
1462027344038|1.44|0.35|-0.44
1462027344055|1.18|0.28|-0.58
1462027344075|0.83|0.25|-0.62
1462027344097|0.66|0.28|-0.66
1462027344122|0.61|0.43|-0.77
1462027344138|0.50|0.68|-0.94
1462027344159|0.28|0.95|-0.86
1462027344183|0.10|1.11|-0.49
1462027344203|0.01|1.16|-0.04
1462027344225|-0.00|1.26|0.15
1462027344249|0.07|1.40|0.04
1462027344274|0.11|1.42|0.04
1462027344288|0.14|1.20|0.38
1462027344309|0.19|0.84|0.93
1462027344329|0.35|0.44|1.26
1462027344351|0.61|0.20|1.14
1462027344375|0.78|0.22|0.73
1462027344395|0.82|0.27|0.27
1462027344415|0.76|0.15|-0.07
1462027344437|0.65|0.04|-0.39
1462027344458|0.61|0.07|-0.65
1462027344479|0.68|0.16|-0.80
1462027344504|0.60|0.17|-0.84
1462027344527|0.30|0.09|-0.88
1462027344548|-0.02|-0.01|-0.94
1462027344567|-0.23|-0.04|-1.04
1462027344588|-0.23|0.01|-1.09
1462027344610|-0.07|0.05|-1.07
1462027344632|-0.06|0.07|-1.04
1462027344654|-0.24|0.05|-1.06
1462027344673|-0.43|0.00|-1.04
1462027344695|-0.47|-0.08|-1.09
1462027344715|-0.37|-0.11|-1.24
